t,x,y,z,Gx,Gy,Gz,FillX,FillY,FillZ
0.04,	30.8103937184,	-41.1296853295,	0,	2959.12842748,	-3587.66699237,	211.904793893,	40.6961746971,	-122.433870167,	211.904793893
0.04,	30.8103937184,	-41.1296853295,	0,	2960.89487023,	-3591.33825954,	211.334473282,	41.9965284961,	-122.706119262,	211.334473282
0.04,	5.28494706995,	48.1370808013,	0,	2962.66131298,	-3598.44677863,	210.764152672,	42.2238502772,	-122.69656958,	210.764152672
0.04,	5.28494706995,	48.1370808013,	0,	2964.42775573,	-3605.55529771,	210.193832061,	42.4420791871,	-122.687401885,	210.193832061
0.04,	-28.5611915495,	33.3646080052,	0,	2966.19419847,	-3604.3010687,	209.62351145,	41.2977333958,	-115.241261642,	209.62351145
0.04,	-28.5611915495,	33.3646080052,	0,	2967.96064122,	-3603.04683969,	209.05319084,	40.1991614361,	-108.092967009,	209.05319084
0.04,	-28.5611915495,	33.3646080052,	0,	2978.71151145,	-3610.62864122,	208.482870229,	47.7695827366,	-109.713193474,	208.482870229
0.04,	-22.534645827,	-14.2205821242,	0,	2989.46238168,	-3618.21044275,	207.912549618,	55.2782490139,	-113.172018486,	207.912549618
0.04,	-22.534645827,	-14.2205821242,	0,	3000.21325191,	-3625.79224427,	207.342229008,	62.4865686401,	-116.492490497,	207.342229008
0.04,	-20.318628584,	-40.2974612287,	0,	2992.90061069,	-3628.84183206,	206.771908397,	52.1542251786,	-116.372293601,	206.771908397
0.04,	-20.318628584,	-40.2974612287,	0,	2985.58796947,	-3631.89141985,	206.201587786,	42.2351754556,	-116.256904581,	206.201587786
0.04,	-44.1178212019,	31.1672108241,	0,	2983.82341985,	-3632.05062595,	205.631267176,	37.0870879557,	-110.512777828,	205.631267176
0.04,	-44.1178212019,	31.1672108241,	0,	2982.05887023,	-3632.20983206,	205.060946565,	32.1449239558,	-104.998416144,	205.060946565
0.04,	-26.4825342387,	53.4231360478,	0,	2988.9700458,	-3640.34430534,	204.490625954,	36.4345541776,	-106.470648408,	204.490625954
0.04,	-26.4825342387,	53.4231360478,	0,	2995.88122137,	-3648.47877863,	203.920305344,	40.5525991906,	-107.88399138,	203.920305344
0.04,	-26.4825342387,	53.4231360478,	0,	3002.79239695,	-3656.61325191,	203.349984733,	44.505922403,	-109.240800634,	203.349984733
0.04,	-45.791980024,	3.48139265132,	0,	2996.33166412,	-3664.67291603,	202.779664122,	34.6917027945,	-112.46919046,	202.779664122
0.04,	-45.791980024,	3.48139265132,	0,	2989.8709313,	-3672.73258015,	202.209343511,	25.2700519703,	-115.568444693,	202.209343511
0.04,	-22.9161591121,	-32.8621331146,	0,	2995.83462595,	-3678.45300763,	201.639022901,	29.0677503972,	-117.751802612,	201.639022901
0.04,	-22.9161591121,	-32.8621331146,	0,	3001.79832061,	-3684.17343511,	201.06870229,	32.7135408871,	-119.847826213,	201.06870229
0.04,	7.59683087661,	-30.9350400972,	0,	3001.03560305,	-3684.97569466,	200.498381679,	30.9766636317,	-117.061483929,	200.498381679
0.04,	7.59683087661,	-30.9350400972,	0,	3000.2728855,	-3685.7779542,	199.928061069,	29.3092614666,	-114.386595336,	199.928061069
0.04,	67.6552452986,	9.49120672018,	0,	2995.75261069,	-3698.3890687,	199.357740458,	26.503637003,	-121.538153178,	199.357740458
0.04,	67.6552452986,	9.49120672018,	0,	2991.23233588,	-3711.00018321,	198.787419847,	23.8102375181,	-128.403648705,	198.787419847
0.04,	67.6552452986,	9.49120672018,	0,	2986.71206107,	-3723.61129771,	198.217099237,	21.2245740125,	-134.994524412,	198.217099237
0.04,	61.083445794,	28.8156708988,	0,	2992.42629008,	-3733.4911145,	197.646778626,	28.3045887311,	-137.926740722,	197.646778626
0.04,	61.083445794,	28.8156708988,	0,	2998.14051908,	-3743.3709313,	197.076458015,	35.1014028609,	-140.741668379,	197.076458015
0.04,	-41.8357613566,	-47.8503054463,	0,	2995.40925191,	-3751.69410687,	196.506137405,	29.4018998037,	-145.016262411,	196.506137405
0.04,	-41.8357613566,	-47.8503054463,	0,	2992.67798473,	-3760.01728244,	195.935816794,	23.9303768687,	-149.119872682,	195.935816794
0.04,	-33.19035994,	-30.2003169001,	0,	3003.62427481,	-3759.5151145,	195.365496183,	32.1539858697,	-143.88100923,	195.365496183
0.04,	-33.19035994,	-30.2003169001,	0,	3014.57056489,	-3759.01294656,	194.795175573,	40.0486505106,	-138.851700315,	194.795175573
0.04,	-33.19035994,	-30.2003169001,	0,	3025.51685496,	-3758.51077863,	194.224854962,	47.6275285658,	-134.023563757,	194.224854962
0.04,	-64.8844509679,	9.06464720766,	0,	3018.63719084,	-3754.8101374,	193.654534351,	36.5225718272,	-124.747419746,	193.654534351
0.04,	-64.8844509679,	9.06464720766,	0,	3011.75752672,	-3751.10949618,	193.08421374,	25.8618133582,	-115.842321495,	193.08421374
0.04,	-21.9926440605,	-40.9589271425,	0,	3019.02076336,	-3755.61984733,	192.51389313,	30.920342237,	-117.17692282,	192.51389313
0.04,	-21.9926440605,	-40.9589271425,	0,	3026.284,	-3760.13019847,	191.943572519,	35.7765299607,	-118.458140093,	191.943572519
0.04,	-42.8684837911,	-36.3775050879,	0,	3022.90937405,	-3773.9449771,	191.373251908,	29.3910884946,	-128.437102173,	191.373251908
0.04,	-42.8684837911,	-36.3775050879,	0,	3019.53474809,	-3787.75975573,	190.802931298,	23.2610646871,	-138.016905771,	190.802931298
0.04,	-56.9549719411,	2.849716897,	0,	3022.17355725,	-3791.5720916,	190.232610687,	22.5856800159,	-136.042083307,	190.232610687
0.04,	-56.9549719411,	2.849716897,	0,	3024.81236641,	-3795.38442748,	189.662290076,	21.9373107315,	-134.146253741,	189.662290076
0.04,	-56.9549719411,	2.849716897,	0,	3027.45117557,	-3799.19676336,	189.091969466,	21.3148762185,	-132.326257359,	189.091969466
0.04,	43.3014188727,	13.1018787976,	0,	3027.8209771,	-3802.3871145,	188.521648855,	22.5493473903,	-129.571869012,	188.521648855
0.04,	43.3014188727,	13.1018787976,	0,	3028.19077863,	-3805.57746565,	187.951328244,	23.7344397152,	-126.927656198,	187.951328244
0.04,	-40.4696963021,	43.4662066368,	0,	3032.93981679,	-3802.51651908,	187.381007634,	25.7253509158,	-117.173392983,	187.381007634
0.04,	-40.4696963021,	43.4662066368,	0,	3037.68885496,	-3799.45557252,	186.810687023,	27.6366256683,	-107.809300296,	186.810687023
0.04,	54.6301516073,	-28.4250549828,	0,	3038.99972519,	-3811.79645802,	186.240366412,	29.9748021257,	-116.48118056,	186.240366412
0.04,	54.6301516073,	-28.4250549828,	0,	3040.31059542,	-3824.13734351,	185.670045802,	32.2194515248,	-124.806185613,	185.670045802
0.04,	54.6301516073,	-28.4250549828,	0,	3041.62146565,	-3836.47822901,	185.099725191,	34.3743149479,	-132.798190464,	185.099725191
0.04,	-46.3207796144,	-15.689755325,	0,	3049.57661069,	-3840.61270229,	184.52940458,	38.7834504021,	-132.08294741,	184.52940458
0.04,	-46.3207796144,	-15.689755325,	0,	3057.53175573,	-3844.74717557,	183.959083969,	43.0162204381,	-131.396314077,	183.959083969
0.04,	81.0651392104,	-2.80297838456,	0,	3065.0969771,	-3848.88164885,	183.388763359,	51.800789708,	-130.221675001,	183.388763359
0.04,	81.0651392104,	-2.80297838456,	0,	3072.66219847,	-3853.01612214,	182.818442748,	60.2339762072,	-129.094021487,	182.818442748
0.04,	42.8970183509,	26.2951558069,	0,	3066.08299237,	-3857.15059542,	183.420030534,	53.2244600304,	-126.847548747,	183.420030534
0.04,	42.8970183509,	26.2951558069,	0,	3059.50378626,	-3861.2850687,	184.021618321,	46.4953245006,	-124.690934916,	184.021618321
0.04,	42.8970183509,	26.2951558069,	0,	3052.92458015,	-3865.41954198,	184.623206107,	40.035354392,	-122.620585638,	184.623206107
0.04,	53.1381250165,	-7.02290946589,	0,	3048.45896183,	-3869.55401527,	177.009832061,	36.2724716292,	-121.965772942,	177.009832061
0.04,	53.1381250165,	-7.02290946589,	0,	3043.99334351,	-3873.68848855,	169.396458015,	32.6601041769,	-121.337152754,	169.396458015
0.04,	-15.7805973079,	-28.9370798005,	0,	3047.34177099,	-3877.82296183,	167.166900763,	33.9369664992,	-121.610244187,	167.166900763
0.04,	-15.7805973079,	-28.9370798005,	0,	3050.69019847,	-3881.95743511,	164.937343511,	35.1627543286,	-121.872411963,	164.937343511
0.04,	45.3245822904,	-22.4422708166,	0,	3058.80351145,	-3886.0919084,	163.247633588,	43.3580079051,	-121.864300668,	163.247633588
0.04,	45.3245822904,	-22.4422708166,	0,	3066.91682443,	-3890.22638168,	161.557923664,	51.2254513385,	-121.856513825,	161.557923664
0.04,	45.3245822904,	-22.4422708166,	0,	3075.0301374,	-3894.36085496,	159.86821374,	58.7781970346,	-121.849038456,	159.86821374
0.04,	24.156566123,	64.0776370033,	0,	3074.62131298,	-3898.49532824,	162.55010687,	57.0008603478,	-118.381065789,	162.55010687
0.04,	24.156566123,	64.0776370033,	0,	3074.21248855,	-3902.62980153,	165.232,	55.2946171284,	-115.051812028,	165.232
0.04,	15.6581151918,	-38.6228995687,	0,	3083.88610687,	-3906.76427481,	174.469312977,	62.9958306387,	-115.963749881,	174.469312977
0.04,	15.6581151918,	-38.6228995687,	0,	3093.55972519,	-3910.89874809,	183.706625954,	70.3889956086,	-116.83921022,	183.706625954
0.04,	17.2746710236,	-35.8170839351,	0,	3094.16891603,	-3915.03322137,	189.811725191,	68.8492458313,	-117.567419519,	189.811725191
0.04,	17.2746710236,	-35.8170839351,	0,	3094.77810687,	-3919.16769466,	195.916824427,	67.3710860451,	-118.266500447,	195.916824427
0.04,	17.2746710236,	-35.8170839351,	0,	3095.38729771,	-3923.30216794,	202.021923664,	65.9520526504,	-118.937618138,	202.021923664
0.04,	31.7989544277,	-42.8653959869,	0,	3099.60229008,	-3927.43664122,	197.347175573,	68.6323213932,	-119.863823603,	197.347175573
0.04,	31.7989544277,	-42.8653959869,	0,	3103.81728244,	-3931.5711145,	192.672427481,	71.2053793864,	-120.75298085,	192.672427481
0.04,	-54.8760442683,	-11.5211668838,	0,	3114.38525191,	-3935.70558779,	189.806839695,	76.3073731272,	-120.352802642,	189.806839695
0.04,	-54.8760442683,	-11.5211668838,	0,	3124.95322137,	-3939.84006107,	186.941251908,	81.2052871184,	-119.968631563,	186.941251908
0.04,	-12.1516079685,	-0.618847870854,	0,	3126.40149618,	-3943.97453435,	189.783450382,	78.8613551317,	-119.163734566,	189.783450382
0.04,	-12.1516079685,	-0.618847870854,	0,	3127.84977099,	-3948.10900763,	192.625648855,	76.6111804245,	-118.39103345,	192.625648855
0.04,	-12.1516079685,	-0.618847870854,	0,	3129.2980458,	-3952.24348092,	195.467847328,	74.4510127056,	-117.649240378,	195.467847328
0.04,	-13.902016782,	-27.232758984,	0,	3131.06448855,	-3956.3779542,	185.328671756,	72.6126765642,	-118.001675473,	185.328671756
0.04,	-13.902016782,	-27.232758984,	0,	3132.8309313,	-3960.51242748,	175.189496183,	70.8478738685,	-118.340013165,	175.189496183
0.04,	-45.8895846148,	10.0867807163,	0,	3134.59737405,	-3964.64690076,	168.639633588,	67.8741605674,	-117.172035761,	168.639633588
0.04,	-45.8895846148,	10.0867807163,	0,	3136.36381679,	-3968.78137405,	162.089770992,	65.0193957983,	-116.050777453,	162.089770992
0.04,	31.0611109551,	-46.3627029801,	0,	3138.13025954,	-3972.91584733,	160.697770992,	65.3568494427,	-117.232348825,	160.697770992
0.04,	31.0611109551,	-46.3627029801,	0,	3139.89670229,	-3977.05032061,	159.305770992,	65.6808049414,	-118.366657342,	159.305770992
0.04,	31.0611109551,	-46.3627029801,	0,	3141.66314504,	-3981.18479389,	157.913770992,	65.9918022201,	-119.455593519,	157.913770992
0.04,	-42.2204053009,	6.81002757284,	0,	3143.42958779,	-3985.31926718,	166.776427481,	63.3590989574,	-118.374063026,	166.776427481
0.04,	-42.2204053009,	6.81002757284,	0,	3145.19603053,	-3989.45374046,	175.639083969,	60.8317038252,	-117.335793754,	175.639083969
0.04,	43.7227267867,	-33.3093002006,	0,	3146.96247328,	-3993.58821374,	172.793648855,	61.8431297819,	-117.943828363,	172.793648855
0.04,	43.7227267867,	-33.3093002006,	0,	3148.72891603,	-3997.72268702,	169.94821374,	62.8140987002,	-118.527541587,	169.94821374
0.04,	43.7227267867,	-33.3093002006,	0,	3150.49535878,	-4001.85716031,	167.102778626,	63.7462288619,	-119.087906283,	167.102778626
0.04,	52.2877385467,	-0.331069266764,	0,	3152.26180153,	-4005.99163359,	166.532458015,	64.9836742874,	-118.306727153,	166.532458015
0.04,	52.2877385467,	-0.331069266764,	0,	3154.02824427,	-4010.12610687,	165.962137405,	66.171621896,	-117.556795189,	165.962137405
0.04,	-41.654564236,	40.2614714228,	0,	3155.79468702,	-4008.54363359,	165.391816794,	63.5543594888,	-109.724890173,	165.391816794
0.04,	-41.654564236,	40.2614714228,	0,	3157.56112977,	-4006.96116031,	164.821496183,	61.041787578,	-102.206261358,	164.821496183
0.04,	-12.6165772375,	50.0126201692,	0,	3159.32757252,	-4015.5939542,	164.251175573,	59.7912380236,	-104.404988235,	164.251175573
0.04,	-12.6165772375,	50.0126201692,	0,	3161.09401527,	-4024.22674809,	163.680854962,	58.5907104513,	-106.515766036,	163.680854962
0.04,	-12.6165772375,	50.0126201692,	0,	3162.86045802,	-4032.85954198,	163.110534351,	57.4382039819,	-108.542112725,	163.110534351
0.04,	-45.4905833359,	19.4527346281,	0,	3164.62690076,	-4042.48867176,	162.54021374,	55.0168375274,	-112.666283411,	162.54021374
0.04,	-45.4905833359,	19.4527346281,	0,	3166.39334351,	-4052.11780153,	161.96989313,	52.692325731,	-116.62548727,	161.96989313
0.04,	-1.15557170195,	67.0698407315,	0,	3168.15978626,	-4065.95822901,	161.399572519,	52.2341948719,	-122.564484531,	161.399572519
0.04,	-1.15557170195,	67.0698407315,	0,	3169.92622901,	-4079.79865649,	160.829251908,	51.7943892471,	-128.265921903,	160.829251908
0.04,	39.1419090845,	-49.7740643166,	0,	3171.69267176,	-4089.72580153,	160.258931298,	52.9840750787,	-134.656306836,	160.258931298
0.04,	39.1419090845,	-49.7740643166,	0,	3173.4591145,	-4099.65294656,	159.688610687,	54.1261734771,	-140.791076372,	159.688610687
0.04,	39.1419090845,	-49.7740643166,	0,	3175.22555725,	-4109.5800916,	159.118290076,	55.2225879396,	-146.680455126,	159.118290076
0.04,	11.7886123591,	35.9312155636,	0,	3176.992,	-4115.59425954,	158.547969466,	55.1810139545,	-145.14958952,	158.547969466
0.04,	11.7886123591,	35.9312155636,	0,	3178.75844275,	-4121.60842748,	157.977648855,	55.1411029289,	-143.679958538,	157.977648855
0.04,	24.2840223374,	-62.0243976678,	0,	3180.5248855,	-4125.82137405,	157.407328244,	55.6026047434,	-144.458164805,	157.407328244
0.04,	24.2840223374,	-62.0243976678,	0,	3182.29132824,	-4130.03432061,	156.837007634,	56.0456464853,	-145.205242822,	156.837007634
0.04,	-66.6003606414,	-19.2284133656,	0,	3191.63792366,	-4134.24726718,	156.266687023,	60.1125378033,	-144.210598346,	156.266687023
0.04,	-66.6003606414,	-19.2284133656,	0,	3200.98451908,	-4138.46021374,	155.696366412,	64.0167534686,	-143.255739649,	155.696366412
0.04,	-66.6003606414,	-19.2284133656,	0,	3210.3311145,	-4142.67316031,	155.126045802,	67.7648005072,	-142.3390753,	155.126045802
0.04,	-41.41465426,	-14.3319295143,	0,	3210.21083969,	-4146.88610687,	154.555725191,	63.2821584998,	-141.263218171,	154.555725191
0.04,	-41.41465426,	-14.3319295143,	0,	3210.09056489,	-4151.09905344,	153.98540458,	58.9788221726,	-140.230395327,	153.98540458
0.04,	-10.0533693406,	-56.4643575047,	0,	3203.86616794,	-4155.312,	153.415083969,	50.2421134433,	-140.924182516,	153.415083969
0.04,	-10.0533693406,	-56.4643575047,	0,	3197.64177099,	-4159.52494656,	152.844763359,	41.8548730633,	-141.590218218,	152.844763359
0.04,	72.0276642289,	-17.9723191344,	0,	3192.81859542,	-4165.77178626,	152.274442748,	38.4315361603,	-142.642468362,	152.274442748
0.04,	72.0276642289,	-17.9723191344,	0,	3187.99541985,	-4172.01862595,	151.704122137,	35.1451327334,	-143.6526285,	151.704122137
0.04,	72.0276642289,	-17.9723191344,	0,	3183.17224427,	-4178.26546565,	151.133801527,	31.9901854436,	-144.622382232,	151.133801527
0.04,	-13.9763456301,	-74.931015592,	0,	3181.39151145,	-4187.40635115,	150.563480916,	28.4420206892,	-150.609977643,	150.563480916
0.04,	-13.9763456301,	-74.931015592,	0,	3179.61077863,	-4196.54723664,	149.993160305,	25.035782525,	-156.358069237,	149.993160305
0.04,	-33.7661270029,	36.9930317007,	0,	3188.14180153,	-4202.71987786,	149.422839695,	30.8734881286,	-154.549760772,	149.422839695
0.04,	-33.7661270029,	36.9930317007,	0,	3196.67282443,	-4208.89251908,	148.852519084,	36.4776855081,	-152.813784646,	148.852519084
0.04,	18.5112133615,	52.9291361651,	0,	3202.77453435,	-4221.63157252,	148.282198473,	41.6166681489,	-156.813559111,	148.282198473
0.04,	18.5112133615,	52.9291361651,	0,	3208.87624427,	-4234.37062595,	147.711877863,	46.5500914841,	-160.653342597,	147.711877863
0.04,	18.5112133615,	52.9291361651,	0,	3214.9779542,	-4247.10967939,	147.141557252,	51.286177886,	-164.339534745,	147.141557252
0.04,	39.6353165676,	40.5505812913,	0,	3224.59447328,	-4244.99987786,	146.571236641,	60.0520017538,	-154.118520638,	146.571236641
0.04,	39.6353165676,	40.5505812913,	0,	3234.21099237,	-4242.89007634,	146.000916031,	68.467192667,	-144.306347095,	146.000916031
0.04,	51.7289746713,	-6.11043369564,	0,	3228.66384733,	-4253.84073282,	145.43059542,	62.4724047105,	-149.291140788,	145.43059542
0.04,	51.7289746713,	-6.11043369564,	0,	3223.11670229,	-4264.79138931,	144.860274809,	56.7174082723,	-154.076542733,	144.860274809
0.04,	-43.7877408281,	-46.1259758573,	0,	3234.76925191,	-4270.5890687,	144.289954198,	63.8836499419,	-155.324292272,	144.289954198
0.04,	-43.7877408281,	-46.1259758573,	0,	3246.42180153,	-4276.38674809,	143.719633588,	70.7632419447,	-156.522131829,	143.719633588
0.04,	-43.7877408281,	-46.1259758573,	0,	3258.07435115,	-4282.18442748,	143.149312977,	77.3676502674,	-157.672057804,	143.149312977
0.04,	-10.2520103858,	23.3238489035,	0,	3258.55041221,	-4290.95767939,	142.578992366,	74.3198824672,	-158.854543368,	142.578992366
0.04,	-10.2520103858,	23.3238489035,	0,	3259.02647328,	-4299.7309313,	142.008671756,	71.394025379,	-159.989729509,	142.008671756
0.04,	-48.8452275304,	-40.0607668791,	0,	3258.40879389,	-4295.45563359,	141.438351145,	65.9914830489,	-151.088285202,	141.438351145
0.04,	-48.8452275304,	-40.0607668791,	0,	3257.7911145,	-4291.18033588,	140.868030534,	60.805042412,	-142.542898668,	140.868030534
0.04,	-46.6460522828,	33.0568120547,	0,	3261.78473282,	-4299.10625954,	140.297709924,	60.340872212,	-143.127796956,	140.297709924
0.04,	-46.6460522828,	33.0568120547,	0,	3265.77835115,	-4307.03218321,	139.727389313,	59.89526882,	-143.689299313,	139.727389313
0.04,	-46.6460522828,	33.0568120547,	0,	3270.78601527,	-4309.88421374,	139.157068702,	60.4409735331,	-139.357404172,	139.157068702
0.04,	-36.038907733,	-39.4571192793,	0,	3275.79367939,	-4312.73624427,	138.586748092,	61.3891358397,	-138.099342089,	138.586748092
0.04,	-36.038907733,	-39.4571192793,	0,	3280.80134351,	-4315.58827481,	138.016427481,	62.2993716541,	-136.89160249,	138.016427481
0.04,	52.1242588202,	36.2964143691,	0,	3290.49725191,	-4319.46320611,	137.44610687,	71.2004392018,	-133.684015861,	137.44610687
0.04,	52.1242588202,	36.2964143691,	0,	3300.19316031,	-4323.3381374,	136.87578626,	79.7454640476,	-130.604732698,	136.87578626
0.04,	-17.6415345318,	-50.2035458757,	0,	3298.71044275,	-4333.08207634,	136.305465649,	74.4265752495,	-136.742866599,	136.305465649
0.04,	-17.6415345318,	-50.2035458757,	0,	3297.22772519,	-4342.82601527,	135.735145038,	69.3204420032,	-142.635475144,	135.735145038
0.04,	-46.4066793682,	28.2967163624,	0,	3297.69676336,	-4351.8710229,	135.164824427,	65.1416337896,	-144.481394812,	135.164824427
0.04,	-46.4066793682,	28.2967163624,	0,	3298.16580153,	-4360.91603053,	134.594503817,	61.1299779045,	-146.253477693,	134.594503817
0.04,	-46.4066793682,	28.2967163624,	0,	3298.63483969,	-4369.96103817,	134.024183206,	57.2787882548,	-147.954677259,	134.024183206
0.04,	15.4340513211,	-74.5092615381,	0,	3304.26082443,	-4382.6060458,	133.453862595,	61.005944121,	-157.156067959,	133.453862595
0.04,	15.4340513211,	-74.5092615381,	0,	3309.88680916,	-4395.25105344,	132.883541985,	64.5840137525,	-165.98940303,	132.883541985
0.04,	8.8337440121,	28.841811364,	0,	3302.30149618,	-4391.17331298,	132.313221374,	55.0721025049,	-154.281523615,	132.313221374
0.04,	8.8337440121,	28.841811364,	0,	3294.71618321,	-4387.09557252,	131.742900763,	45.9406677071,	-143.041959376,	131.742900763
0.04,	-70.6262552607,	4.64091942681,	0,	3300.5720916,	-4391.2300458,	131.172580153,	46.8996628495,	-141.103738575,	131.172580153
0.04,	-70.6262552607,	4.64091942681,	0,	3306.428,	-4395.36451908,	130.602259542,	47.8202981862,	-139.243046606,	130.602259542
0.04,	-70.6262552607,	4.64091942681,	0,	3312.2839084,	-4399.49899237,	130.031938931,	48.7041081094,	-137.456782316,	130.031938931
0.04,	-7.89535447857,	32.4133243684,	0,	3315.86500763,	-4403.63346565,	129.461618321,	49.877984873,	-134.631072399,	129.461618321
0.04,	-7.89535447857,	32.4133243684,	0,	3319.44610687,	-4407.76793893,	128.89129771,	51.0049065661,	-131.91839088,	128.89129771
0.04,	-69.187608816,	-13.4863752053,	0,	3327.78659542,	-4411.90241221,	123.159145038,	54.2040749585,	-131.150204604,	123.159145038
0.04,	-69.187608816,	-13.4863752053,	0,	3336.12708397,	-4416.0368855,	117.426992366,	57.2752766151,	-130.412745779,	117.426992366
0.04,	48.2387793008,	-40.3833534863,	0,	3330.94482443,	-4420.17135878,	124.046900763,	51.9388475623,	-130.780664439,	124.046900763
0.04,	48.2387793008,	-40.3833534863,	0,	3325.76256489,	-4424.30583206,	130.66680916,	46.8158756715,	-131.133866352,	130.66680916
0.04,	48.2387793008,	-40.3833534863,	0,	3320.58030534,	-4428.44030534,	137.286717557,	41.8978226564,	-131.472940188,	137.286717557
0.04,	-47.5717449343,	13.4397867904,	0,	3326.43041221,	-4432.57477863,	136.716396947,	43.9351425481,	-129.64552546,	136.716396947
0.04,	-47.5717449343,	13.4397867904,	0,	3332.28051908,	-4436.70925191,	136.146076336,	45.8909696443,	-127.891207321,	136.146076336
0.04,	62.7474573061,	-13.4640871657,	0,	3338.60054962,	-4440.84372519,	131.428580153,	52.6324584637,	-127.283216866,	131.428580153
0.04,	62.7474573061,	-13.4640871657,	0,	3344.92058015,	-4444.97819847,	126.711083969,	59.1042877304,	-126.699546029,	126.711083969
0.04,	-45.0919124679,	6.86806693515,	0,	3354.36122137,	-4449.11267176,	125.185343511,	63.999455295,	-125.325935862,	125.185343511
0.04,	-45.0919124679,	6.86806693515,	0,	3363.8018626,	-4453.24714504,	123.659603053,	68.698816157,	-124.007270101,	123.659603053
0.04,	-45.0919124679,	6.86806693515,	0,	3373.24250382,	-4457.38161832,	122.133862595,	73.2102025845,	-122.741350971,	122.133862595
0.04,	48.8305893881,	-7.49687185274,	0,	3383.62360305,	-4461.5160916,	111.769954198,	82.2008733238,	-122.100666157,	111.769954198
0.04,	48.8305893881,	-7.49687185274,	0,	3394.00470229,	-4465.65056489,	101.406045802,	90.8319172336,	-121.485608736,	101.406045802
0.04,	59.8868686779,	-26.5420529634,	0,	3386.57236641,	-4469.78503817,	101.12519084,	82.4590728486,	-121.656960857,	101.12519084
0.04,	59.8868686779,	-26.5420529634,	0,	3379.14003053,	-4473.91951145,	100.844335878,	74.421142239,	-121.821458892,	100.844335878
0.04,	40.8977925981,	11.4401591276,	0,	3379.91685496,	-4478.05398473,	102.430961832,	73.8259597038,	-120.460088522,	102.430961832
0.04,	40.8977925981,	11.4401591276,	0,	3380.69367939,	-4482.18845802,	104.017587786,	73.2545844699,	-119.153172967,	104.017587786
0.04,	40.8977925981,	11.4401591276,	0,	3381.47050382,	-4486.3229313,	105.60421374,	72.7060642454,	-117.898534035,	105.60421374
0.04,	-24.9101491266,	-2.21742818992,	0,	3377.39572519,	-4490.45740458,	107.491908397,	64.8896282296,	-117.240384152,	107.491908397
0.04,	-24.9101491266,	-2.21742818992,	0,	3373.32094656,	-4494.59187786,	109.379603053,	57.3858496545,	-116.608560265,	109.379603053
0.04,	3.26893237807,	20.6229951011,	0,	3380.11792366,	-4498.72635115,	98.9063816794,	61.7462709787,	-115.088392401,	98.9063816794
0.04,	3.26893237807,	20.6229951011,	0,	3386.91490076,	-4502.86082443,	88.4331603053,	65.9322754499,	-113.629031252,	88.4331603053
0.04,	3.26893237807,	20.6229951011,	0,	3393.71187786,	-4506.99529771,	77.9599389313,	69.9508397423,	-112.228044549,	77.9599389313
0.04,	-7.77320413589,	36.1771548898,	0,	3391.38061069,	-4511.12977099,	68.5688549618,	64.6038614986,	-110.260930923,	68.5688549618
0.04,	-7.77320413589,	36.1771548898,	0,	3389.04934351,	-4515.26424427,	59.1777709924,	59.4707623847,	-108.372501842,	59.1777709924
0.04,	-35.9980117232,	49.2608335636,	0,	3390.55899237,	-4519.39871756,	53.6056183206,	57.1012743212,	-106.036262777,	53.6056183206
0.04,	-35.9980117232,	49.2608335636,	0,	3392.06864122,	-4523.53319084,	48.0334656489,	54.8265657801,	-103.793473274,	48.0334656489
0.04,	-61.095276,	-8.41711889356,	0,	3384.99203053,	-4527.66766412,	44.8997862595,	43.3961458494,	-103.94751345,	44.8997862595
0.04,	-61.095276,	-8.41711889356,	0,	3377.91541985,	-4531.8021374,	41.7661068702,	32.4229427159,	-104.095392019,	41.7661068702
0.04,	-30.6565117351,	-29.7754544508,	0,	3379.6818626,	-4535.93661069,	31.3182290076,	31.595549576,	-105.091688867,	31.3182290076
0.04,	-30.6565117351,	-29.7754544508,	0,	3381.44830534,	-4540.07108397,	20.870351145,	30.8012521617,	-106.048133842,	20.870351145
0.04,	-30.6565117351,	-29.7754544508,	0,	3383.21474809,	-4544.20555725,	10.4224732824,	30.038726644,	-106.966321017,	10.4224732824
0.04,	-34.5633881315,	-22.0757592881,	0,	3384.98119084,	-4548.34003053,	14.9184122137,	29.1504270912,	-107.539792899,	14.9184122137
0.04,	-34.5633881315,	-22.0757592881,	0,	3386.74763359,	-4552.47450382,	19.414351145,	28.2976595204,	-108.090325906,	19.414351145
0.04,	20.0920165604,	36.7923852858,	0,	3388.51407634,	-4556.6089771,	13.514870229,	29.6652188402,	-106.264111809,	13.514870229
0.04,	20.0920165604,	36.7923852858,	0,	3390.28051908,	-4560.74345038,	7.61538931298,	30.9780757872,	-104.510946277,	7.61538931298
0.04,	-36.760051892,	-42.8988329308,	0,	3392.04696183,	-4564.87792366,	3.82735877863,	29.9643357182,	-106.015556094,	3.82735877863
0.04,	-36.760051892,	-42.8988329308,	0,	3393.81340458,	-4569.01239695,	0.0393282442763,	28.9911452519,	-107.459981519,	0.0393282442763
0.04,	-36.760051892,	-42.8988329308,	0,	3395.57984733,	-4573.14687023,	-3.74870229007,	28.0568824043,	-108.846629926,	-3.74870229007
0.04,	-40.2404869744,	40.3387679454,	0,	3397.34629008,	-4577.28134351,	4.81654961832,	27.0207726674,	-106.848308363,	4.81654961832
